Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,major_Arts,major_Business,major_Humanities,major_Medical,major_STEM,use_Copywriting_Drafting,use_Debugging_Troubleshooting,use_Direct_Answer_Generation,use_Ideation,use_Summarizing_Reading,policy_Actively_Encouraged,policy_Allowed_With_Citation,policy_Strict_Ban
0,-0.04615716813702988,0.42325,2,0.5,1,-0.19961137396810846,0.4444444444444445,0.4444444444444445,-0.4020828110365031,0.1838554530709644,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0.9813053866611816,0.0005,1,0.0,0,-0.5913594902713747,0.0,0.2222222222222222,0.9294547081599507,0.7605978213427194,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,-0.22575428137411624,0.0335,1,0.5,0,0.4946748915594626,0.1111111111111111,0.0,0.2112314402297427,-0.3206058873233889,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.5578001070101232,0.142,2,1.0,1,1.443015628551033,0.2222222222222222,0.0,0.2858782405483316,0.8148085922507693,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0.9708636940311187,0.17250000000000001,1,1.0,0,-0.630146432479619,0.4444444444444445,0.1111111111111111,0.8850701241867351,-0.09548060258023719,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-0.7165138349870829,0.009750000000000002,0,0.0,0,0.46558468490327937,0.0,0.1111111111111111,-0.557428854942756,-1.590041439420227,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,0.15641166888619468,0.18925000000000003,1,0.0,0,0.9523608096167443,0.2222222222222222,0.3333333333333333,-0.13577530719721218,1.606135262033554,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1.1295774220080774,0.2235,0,0.25,0,1.043510123806118,0.2222222222222222,0.4444444444444445,0.9556819623259413,-1.0622393504404624,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4,-2.009195382588897,0.03075,1,0.25,1,1.0881151073455988,0.2222222222222222,0.4444444444444445,-1.8102846116412372,-0.6616819876198702,2,0,1,0,0,0,0,0,1,0,0,1,0,0
0,-0.07748224602721951,0.047,0,0.5,1,-0.8745041683915573,0.3333333333333333,0.0,-0.5271666385973818,-0.006635172480933588,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4,1.1149590523259898,0.2615,2,0.75,0,-0.9966830363475265,0.1111111111111111,0.6666666666666665,0.866912794379511,1.2341891394144333,2,0,0,1,0,0,1,0,0,0,0,0,0,1
3,0.08749649752777824,0.562,2,1.0,0,-1.9489024675599216,0.4444444444444445,0.7777777777777777,-0.3213835674488392,-0.6240356189337244,2,0,1,0,0,0,1,0,0,0,0,0,0,1
3,-0.9441427343224589,0.04675000000000001,0,0.5,0,-0.6825088044607486,0.1111111111111111,0.3333333333333333,-0.9851348459573739,-0.9440297527659645,2,0,1,0,0,0,0,0,0,0,1,0,1,0
0,-0.12551403212551016,0.07175000000000001,0,0.5,1,0.5121290155531725,0.2222222222222222,0.3333333333333333,-0.23664936168179163,-0.38987520570589734,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3,0.6304645142910603,0.09100000000000001,0,0.5,1,-1.2487981607011138,0.2222222222222222,0.3333333333333333,0.4613990953514999,-0.5592838647935536,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3,1.415679800071807,0.11875000000000001,1,0.5,0,-0.8318385319624888,0.3333333333333333,0.6666666666666665,1.312776115201354,0.31561774347247484,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,-1.4349022879354256,0.15325,1,0.0,1,1.2956252481597053,0.2222222222222222,0.5555555555555556,-0.8782083482037194,0.05510487216434613,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2,0.062436435215626716,0.008749999999999999,0,0.0,1,0.5431585693197678,0.0,0.1111111111111111,0.12447975337300375,-0.6699641887308222,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1.0188954801294083,0.39975000000000005,1,0.5,1,0.552855304871829,0.4444444444444445,0.4444444444444445,0.4170145113782852,0.23580744185784655,2,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0.11464489836594216,0.059250000000000004,1,0.75,0,-0.7717187715397101,0.0,0.1111111111111111,0.2858782405483316,-0.8905719092316373,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0.9040368611987146,0.458,0,0.5,1,0.7332145861401644,0.6666666666666665,0.2222222222222222,1.2401467959724564,-0.5750953396417354,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4,-0.3364362232527852,0.0045,0,0.0,0,-0.5467545067318939,0.1111111111111111,0.1111111111111111,-0.6361106174407285,0.31938238034109023,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,0.10629154426189165,0.9500000000000001,0,0.0,1,-0.3276082832553143,0.7777777777777777,0.8888888888888888,0.5259584902216311,0.028752414084044477,2,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.7662065184818808,0.11225000000000002,0,0.0,0,0.28328605652453176,0.3333333333333333,0.2222222222222222,0.8346330969444453,0.7319865811412478,2,0,0,0,1,0,0,0,1,0,0,1,0,0
2,-1.4014888715192235,0.15825,0,0.0,0,-0.023130786920597363,0.2222222222222222,0.3333333333333333,-0.6825126825036346,-0.26112462479927906,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2,-0.22157760432209053,0.012750000000000001,0,0.0,0,-1.5222461032692356,0.0,0.0,-0.31533112417976417,-1.1518377079134894,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-0.5598884455361356,0.10325000000000001,1,0.25,1,-1.4369148304110981,0.1111111111111111,0.3333333333333333,-0.730932228656233,0.3035709054929084,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3,1.0460438809675723,0.0355,2,0.5,1,1.2064152810807436,0.1111111111111111,0.2222222222222222,1.312776115201354,-0.49829674752199715,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0.08331982047575252,0.25575000000000003,0,0.0,0,-1.0160765074516487,0.5555555555555556,0.7777777777777777,-0.17410744790135277,-0.32662930631317316,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0.9562453243490301,0.9500000000000001,1,0.5,1,-1.9799320213265168,1.0,0.6666666666666665,0.7478814100877074,-0.7663388925673557,2,0,0,0,1,0,0,0,0,0,1,1,0,0
2,1.117047390852002,0.0485,2,0.5,0,1.3984106450115528,0.1111111111111111,0.3333333333333333,1.0666434222589793,1.8222254182920314,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1.1588141613722547,0.008749999999999999,0,0.25,0,-0.23064092773470385,0.0,0.3333333333333333,1.018223876106381,-0.35749932863581246,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.21488514761454824,0.0045,2,1.0,1,0.0835333041520743,0.3333333333333333,0.0,0.47753894406903274,1.238706703656771,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,1.566040173944716,0.11525000000000002,1,0.25,0,-0.32179024192407746,0.0,0.5555555555555556,1.1332202982188018,1.1995544802231797,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0.9249202464588404,0.2605,2,0.5,1,-0.860928738618672,0.3333333333333333,0.0,1.1312028171291104,0.22150182175711025,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3,0.11882157541796694,0.2005,0,0.5,0,-0.2713672170533601,0.2222222222222222,0.5555555555555556,0.1285147155523865,0.24559549771624412,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3,-0.7186021735130952,0.19175,2,0.5,1,0.5004929328906991,0.1111111111111111,0.5555555555555556,-0.17007248572196912,0.3464877657951152,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0.5511076503025809,0.46775000000000005,0,0.25,0,-1.9799320213265168,0.5555555555555556,0.5555555555555556,0.15272448862868568,-2.8120425669725204,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,-0.14639741738563597,0.15475000000000003,1,0.5,1,-1.9799320213265168,0.3333333333333333,0.0,-0.5957609956468966,-0.08870425621673068,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,1.0251604957074465,0.09425,2,1.0,1,-0.46530192809458104,0.2222222222222222,0.4444444444444445,1.312776115201354,0.7184338884142358,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2,-2.7380255281673036,0.12325,2,0.5,0,0.7623047927963477,0.0,0.4444444444444445,-2.865427221549942,0.9021481676026274,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,0.006051295013285561,0.80825,0,0.0,1,-1.0994684331993736,0.7777777777777777,0.5555555555555556,-0.1801598911704278,0.19063179943447092,2,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.46548577073606345,0.196,0,0.25,0,0.4772207675657527,0.1111111111111111,0.4444444444444445,0.5622731498360803,1.7793085579898256,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,-0.7018954653049942,0.2315,0,0.25,0,0.6769735199382102,0.2222222222222222,0.2222222222222222,-0.46664220590663424,-1.148073071044875,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0.9332736005628909,0.12875,1,0.25,1,-1.8752072773642574,0.0,0.6666666666666665,0.19105662933282624,-1.1616257637718874,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,-0.46382487333955524,0.6825000000000001,1,0.5,0,0.46170599068245505,0.5555555555555556,0.1111111111111111,-0.6139183254541207,-1.264023886598204,2,0,0,0,1,0,0,0,0,0,1,0,1,0
3,0.5323126035684665,0.5255,0,0.5,1,0.43649447824709653,0.3333333333333333,0.3333333333333333,0.7821785886124643,0.3336880004418255,2,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0.07078978931967722,0.16775,2,0.75,1,-0.6417825151420922,0.4444444444444445,0.5555555555555556,0.5259584902216311,0.7877032067967443,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0.3213904124411915,0.40325,2,0.5,1,-0.18991463841604728,0.2222222222222222,0.0,0.46946901971026633,-0.47947356317892426,2,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.48010414041815114,0.09100000000000001,2,0.5,0,0.3569812467201959,0.0,0.3333333333333333,0.39482221939167744,1.4465146588042963,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.36149628556493674,0.1125,0,0.25,1,0.9833903633833397,0.2222222222222222,0.4444444444444445,-0.13174034501782944,-0.7625742556987413,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2,1.2590544106208608,0.18925000000000003,1,0.25,1,-0.3663952254635584,0.4444444444444445,0.4444444444444445,1.2704090123178307,-1.3340461323544353,1,1,0,0,0,0,0,0,0,0,1,0,0,1
3,-2.263972682762438,0.20325000000000004,0,0.5,0,0.2774680151932953,0.4444444444444445,0.2222222222222222,-2.300532516436295,-0.5886480323687474,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4,0.17938339267233383,0.13799999999999998,2,1.0,1,0.2949221391870051,0.1111111111111111,0.4444444444444445,0.5239410091319397,0.12512711792057682,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3,0.8873301529906136,0.13175,0,0.5,0,-0.04252425802471939,0.4444444444444445,0.6666666666666665,0.8487554645722868,0.01294093923586263,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,-0.5139449979638583,0.42825,1,0.5,0,-0.3373050188073752,0.3333333333333333,0.5555555555555556,-0.46865968699632565,1.6761575077897857,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3,1.415679800071807,0.15500000000000003,1,0.5,1,0.9911477518249884,0.2222222222222222,0.2222222222222222,1.312776115201354,0.3743460786228624,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,-1.7565064209413697,0.23875000000000002,1,0.75,0,0.08159395704166214,0.1111111111111111,0.6666666666666665,-1.6367812379277602,-0.791938423273935,2,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.24203354845271216,0.09825,2,1.0,1,0.07965460993124962,0.2222222222222222,0.3333333333333333,0.025623179978115664,0.3299233635732111,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,0.9123902153027651,0.11325000000000002,1,0.5,1,-0.18603594419522293,0.4444444444444445,0.3333333333333333,0.7841960697021556,1.1483554188100207,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4,-1.0882380926173298,0.20225,0,0.0,0,0.34922385827854685,0.1111111111111111,0.6666666666666665,-1.4935400805596566,-0.11806842379192448,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,-0.025273782876904072,0.0235,1,0.75,1,-0.9656534825809311,0.0,0.0,-0.040953695981706846,1.4307031839561146,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.4116164101892398,0.11325000000000002,2,0.5,1,0.7118817679256303,0.1111111111111111,0.3333333333333333,-0.4202401408437273,-0.3108178314649913,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0.7850015652159942,0.5507500000000001,0,0.0,0,0.00983811395641019,0.2222222222222222,0.1111111111111111,0.8628778322001281,-1.434185473059583,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3,0.668054607759288,0.41375000000000006,2,0.5,0,-0.32566893614490217,0.5555555555555556,0.5555555555555556,0.4856088684277991,-0.8627135964038891,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0.7181747323835911,0.30525,1,0.25,1,0.4694633791241041,0.4444444444444445,0.3333333333333333,1.1170804495012692,-0.5547663005512159,2,0,0,1,0,0,0,0,1,0,0,1,0,0
4,0.9833937251871939,0.519,2,1.0,1,-1.2740096731364725,0.3333333333333333,0.4444444444444445,1.1211154116806519,-0.35749932863581246,2,1,0,0,0,0,0,0,0,1,0,1,0,0
2,-1.2135384041780874,0.35050000000000003,1,0.5,1,0.803031082115004,0.2222222222222222,0.3333333333333333,-0.8519810940377288,-0.5442253173190961,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,-0.03780381403297937,0.10075,2,0.5,0,0.37443537071390576,0.4444444444444445,0.2222222222222222,-0.29717379437254005,1.6671223793051104,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3,1.4950366640602872,0.098,2,0.75,0,-0.11234075399955883,0.2222222222222222,0.6666666666666665,1.312776115201354,0.015199721357031465,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,-1.5727326306522593,0.03525,2,0.5,0,1.109447925560133,0.1111111111111111,0.1111111111111111,-1.82642446035877,-1.2316480095281186,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3,0.202355116458472,0.44875,2,0.5,0,0.616853759515432,0.6666666666666665,0.6666666666666665,0.5824479607329959,-0.08569254672183962,2,0,1,0,0,0,0,0,0,1,0,0,1,0
3,0.4091006305337223,0.319,0,0.0,1,0.5431585693197678,0.4444444444444445,0.4444444444444445,0.9274372270702593,-0.4358037755029952,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3,-1.7126513118951046,0.04875,0,0.0,0,-1.2895244500197702,0.2222222222222222,0.5555555555555556,-1.2998618959492632,1.3508928823414852,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4,-0.7687222981373982,0.35150000000000003,0,0.0,1,0.07189722148960095,0.3333333333333333,0.7777777777777777,-0.5332190818664567,-1.2580004676084202,2,0,0,0,0,1,0,0,0,1,0,0,1,0
3,0.9144785538287775,0.45250000000000007,2,1.0,1,-0.06773577046007827,0.3333333333333333,0.4444444444444445,0.8931400485455014,0.7846914973018522,2,1,0,0,0,0,0,0,0,1,0,0,1,0
3,0.7829132266899818,0.2645,2,0.5,1,-0.30433611793036763,0.2222222222222222,0.5555555555555556,0.7841960697021556,-0.15571479247807032,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4,-0.8835809170680929,0.025,2,1.0,1,0.7370932803609888,0.1111111111111111,0.5555555555555556,-0.8842607914727943,1.8222254182920314,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0.8184149816321962,0.31600000000000006,1,0.75,0,0.5547946519822412,0.3333333333333333,0.7777777777777777,1.1675174767435588,0.5015908047820351,1,1,0,0,0,0,0,1,0,0,0,0,1,0
4,0.4425140469499243,0.1765,0,0.5,0,-0.3702739196843827,0.3333333333333333,0.2222222222222222,0.45332917099273357,0.21849011226221918,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0.37151053706549453,0.634,2,0.5,1,0.17856131256227262,0.7777777777777777,0.1111111111111111,1.064625941169287,0.6920814303339331,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1.2339943483087092,0.031,2,0.5,0,-0.20930810952016932,0.3333333333333333,0.4444444444444445,0.8023533995093798,1.7055216753649796,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3,-0.4763549044956305,0.042,1,0.75,0,-0.9520780528080458,0.0,0.5555555555555556,-0.34761082161482976,-0.05632837914664583,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,1.0690156047537114,0.5155000000000001,0,0.0,0,-1.9042974840204405,0.3333333333333333,0.3333333333333333,0.5864829229123795,-1.034381037612714,2,1,0,0,0,0,0,0,0,1,0,0,1,0
2,0.4675741092620759,0.09150000000000001,1,0.0,0,-0.5351184240694208,0.2222222222222222,0.4444444444444445,0.2778083161895652,-0.9462885348871333,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0.695203008597452,0.05675,2,0.75,1,1.9550032656998564,0.0,0.5555555555555556,1.312776115201354,-0.12333891540798546,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,-0.35523126998689863,0.29300000000000004,1,0.0,0,0.6711554786069737,0.4444444444444445,0.7777777777777777,-0.8116314722438969,0.7688800224536714,2,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0.42789567726783573,0.23925000000000002,1,0.25,0,0.4461912137991574,0.2222222222222222,0.5555555555555556,0.05588539632348896,-0.4425801218665017,2,0,1,0,0,0,0,0,0,1,0,0,0,1
0,-1.3680754551030214,0.41925,2,0.5,1,-0.760082688877237,0.1111111111111111,0.2222222222222222,-1.0517117219171972,1.8094256529387416,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,1.4470048779619966,0.17425000000000002,0,0.0,1,-0.009555357147711838,0.4444444444444445,0.3333333333333333,1.2018146552683158,0.27119502842282356,1,0,1,0,0,0,0,0,0,0,1,0,1,0
3,-1.6082343855944738,0.028749999999999998,2,0.5,1,0.15528914723732593,0.0,0.2222222222222222,-0.38594296231897035,-0.33867614429273957,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,0.45922075515802535,0.6745000000000001,0,0.25,0,-0.19961137396810846,0.7777777777777777,0.5555555555555556,-0.1498976748250536,-1.1495789257923206,2,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0.4425140469499243,0.07750000000000001,2,1.0,1,0.05250375038547893,0.3333333333333333,0.0,0.40289214375044385,-0.24154851308248285,2,0,0,1,0,0,0,0,1,0,0,0,1,0
4,0.35062715180536874,0.3415,1,0.75,1,0.24062042009546303,0.4444444444444445,0.4444444444444445,0.09623501811732092,-0.3936398425745128,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0.7327931020656787,0.07925,1,0.25,0,0.02535289083970788,0.0,0.2222222222222222,1.0444511302723716,0.2335486597366777,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1.0731922818057371,0.11399999999999999,0,0.5,0,0.6866702554902714,0.1111111111111111,0.4444444444444445,1.03032876264453,0.6115182013455815,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,0.04990640405955049,0.43625,2,0.5,0,-1.9799320213265168,0.3333333333333333,0.4444444444444445,-0.29717379437254005,-0.2972651387379794,2,0,0,0,0,1,0,0,0,0,1,0,1,0
2,1.254877733568835,0.17725000000000002,0,0.25,1,-1.9333876906766239,0.2222222222222222,0.3333333333333333,1.0363812059136053,-2.1095613272890392,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4,0.3255670894932172,0.42300000000000004,1,0.25,1,0.3065582218494781,0.4444444444444445,0.2222222222222222,0.42710191682674303,1.8222254182920314,2,0,0,0,0,1,0,1,0,0,0,0,1,0
1,-0.24037265105620392,0.34875,1,0.25,1,-0.8492926559561986,0.3333333333333333,0.6666666666666665,-0.08735576104461383,-0.9530648812506393,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,0.031111357325437083,0.0625,2,1.0,0,-0.5079675645236498,0.2222222222222222,0.3333333333333333,0.11842731010392872,-0.23778387621386848,2,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0.5594610044066314,0.014249999999999999,2,1.0,0,0.34922385827854685,0.0,0.0,-0.024813847264174065,-0.8514196857980459,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4,0.5991394364008706,0.42450000000000004,0,0.25,0,1.2723530828347587,0.4444444444444445,0.5555555555555556,0.9476120379671749,0.33519385518927103,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.6638779307072623,0.52975,0,0.5,0,0.8282425945503628,0.6666666666666665,0.2222222222222222,0.5380633767597811,0.9759350502274735,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,-0.08583560013127002,0.09775,2,0.5,0,0.6090963710737829,0.3333333333333333,0.3333333333333333,0.259650986382341,1.3975743795123063,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,-1.6562661716927636,0.045250000000000005,1,0.75,1,1.313079372153415,0.2222222222222222,0.5555555555555556,-1.7578301033092552,-0.10451573106491253,2,0,0,0,0,1,0,1,0,0,0,0,1,0
2,-0.069128891923169,0.0965,1,0.5,0,-0.36251653124273403,0.4444444444444445,0.5555555555555556,0.46946901971026633,-0.2264899656080243,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,-2.823647407733821,0.057499999999999996,0,0.25,0,-0.14724900198697888,0.3333333333333333,0.6666666666666665,-3.3274303910893175,0.28324186640238996,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4,1.0209838186554208,0.07625,2,0.5,1,0.766183487017172,0.2222222222222222,0.4444444444444445,1.312776115201354,1.78307319485844,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4,0.7703831955339066,0.064,1,0.75,0,-0.649539903583741,0.2222222222222222,0.3333333333333333,0.4634165764411922,-1.1134384118536207,1,0,0,0,0,1,1,0,0,0,0,1,0,0
3,0.32347875096720485,0.05325,2,0.5,1,0.04280701483341774,0.1111111111111111,0.2222222222222222,0.4049096248401352,0.6220591845777025,2,0,1,0,0,0,0,0,0,1,0,0,1,0
3,0.32347875096720485,0.0605,1,0.25,1,0.5509159577614169,0.1111111111111111,0.2222222222222222,0.7297240802804823,-0.3341585800504019,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4,-0.3886446864031007,0.23700000000000002,0,0.25,1,0.552855304871829,0.2222222222222222,0.4444444444444445,-0.18621233443950191,1.3757394856743412,2,0,0,0,1,0,0,0,0,0,1,0,1,0
4,0.12299825246999266,0.28900000000000003,1,0.5,0,0.002080725514761516,0.3333333333333333,0.4444444444444445,0.7741086642536978,0.20267863741403733,2,0,0,0,1,0,0,0,0,1,0,1,0,0
4,1.1817858851583938,0.48875,1,0.5,1,0.9387853798438588,0.4444444444444445,0.7777777777777777,1.058573497900213,0.00917630236724826,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4,0.6346411913430859,0.5185,0,0.0,0,1.8425211332959486,0.2222222222222222,0.0,1.312776115201354,0.16202055923300043,2,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1.344676290187378,0.36725,2,0.5,0,0.7138211150360424,0.5555555555555556,0.5555555555555556,1.312776115201354,0.2681833189279314,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-1.4724923814036532,0.339,2,0.75,0,-0.15306704331821538,0.4444444444444445,0.5555555555555556,-1.7820398763855545,-0.3191000325759433,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3,0.5469309732505552,0.0165,0,0.25,0,0.07771526282083746,0.2222222222222222,0.4444444444444445,0.532010933490706,0.4353331958944188,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,-1.7899198373575715,0.0315,1,0.5,0,0.8709082309794312,0.0,0.3333333333333333,-1.2736346417832727,-0.6488822222665805,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,-1.0464713220970774,0.233,1,0.5,0,0.442312519578333,0.1111111111111111,0.1111111111111111,-1.4652953453039737,-0.34545249065624606,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,-0.15266243296367407,0.20750000000000002,1,0.75,1,-0.723235093779405,0.2222222222222222,0.1111111111111111,-0.012708960726024924,1.1619081115370338,2,0,0,0,0,1,0,0,1,0,0,0,0,1
3,0.7265280864876416,0.098,0,0.25,1,-1.4776411197297545,0.1111111111111111,0.1111111111111111,0.6248150636165192,-1.0441690934711123,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3,1.6286903297250954,0.068,2,0.75,1,-0.8551106972874353,0.1111111111111111,0.2222222222222222,1.312776115201354,0.08672782186070876,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4,-0.45338318070949235,0.00425,0,0.0,1,-0.5855414489401383,0.2222222222222222,0.2222222222222222,-0.34761082161482976,-0.7595625462038502,2,0,1,0,0,0,1,0,0,0,0,0,1,0
3,0.4383373698978986,0.03325,1,0.5,0,0.021474196618883543,0.2222222222222222,0.4444444444444445,0.6853394963072675,-0.45537988721979145,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2,-1.3680754551030214,0.72675,0,0.5,0,0.2755286680828831,0.2222222222222222,0.3333333333333333,-1.1949528792853001,-0.5615426469147224,2,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.14222074033361118,0.29225,0,0.5,0,-0.1278555308828565,0.4444444444444445,0.6666666666666665,-0.5090093087901576,0.588177452760171,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0.39239392232562126,0.1165,0,0.0,1,-0.5351184240694208,0.5555555555555556,0.7777777777777777,-0.15595011809412862,-0.35599347388836694,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1.1755208695803556,0.0625,1,0.5,0,0.24255976720587555,0.0,0.5555555555555556,0.8548079078413618,-0.6262944010548932,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,-0.8459908235998652,0.09025,2,1.0,0,1.2956252481597053,0.2222222222222222,0.4444444444444445,-0.22050951296425886,1.4811493179955502,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,-0.3113761609406337,0.03125,0,0.25,0,-1.972174632884868,0.4444444444444445,0.5555555555555556,-0.8560160562171125,0.4134983020564548,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,0.5406659576725171,0.44875,2,0.75,0,0.7816982639004697,0.5555555555555556,0.4444444444444445,0.42710191682674303,0.544507665084242,2,0,0,0,1,0,1,0,0,0,0,0,1,0
3,-0.7373972202472087,1.0,2,0.5,0,-0.4808167049778787,0.7777777777777777,1.0,-1.6448511622865267,-1.8083903777998724,2,0,0,0,0,1,0,0,1,0,0,0,0,1
2,1.282026134406999,0.10325000000000001,2,0.5,0,0.036988973502181235,0.4444444444444445,0.7777777777777777,1.0605909789899044,-0.07816327298460982,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4,1.3237929049272514,0.01225,1,0.5,1,-0.9540173999184579,0.3333333333333333,0.2222222222222222,1.0868182331558949,0.4880381120550232,2,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.127489083482065,0.021,1,0.5,0,2.139241241189016,0.1111111111111111,0.0,0.699461863935109,-0.029975921066343104,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0.08958483605379064,0.752,2,0.5,0,1.1870218099766212,0.6666666666666665,1.0,0.6631472043206598,-0.44935646823000824,2,0,0,1,0,0,0,1,0,0,0,0,0,1
0,-2.1219656629935795,0.20750000000000002,2,0.5,1,1.619496215598544,0.2222222222222222,0.1111111111111111,-1.507662448187498,0.5618249946798693,1,0,0,0,0,1,0,1,0,0,0,1,0,0
